m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
 3.6562500E-001,-1.0985050E-001,NaN,NaN, 3.6562500E-001, 8.1917760E-005, 3.6562500E-001, 3.0838908E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7187500E-001,-8.9103904E-002,NaN,NaN, 3.7187500E-001, 8.0854855E-005, 3.7187500E-001, 3.1271773E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7812500E-001,-6.9447456E-002,NaN,NaN, 3.7812500E-001, 8.0182673E-005, 3.7812500E-001, 3.1594365E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8437500E-001,-5.6296826E-002,NaN,NaN, 3.8437500E-001, 7.8703919E-005, 3.8437500E-001, 3.1956900E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9062500E-001,-3.5590237E-002,NaN,NaN, 3.9062500E-001, 7.9905426E-005, 3.9062500E-001, 3.2350933E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9687500E-001,-1.7181305E-002,NaN,NaN, 3.9687500E-001, 7.9692018E-005, 3.9687500E-001, 3.2727099E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0312500E-001, 6.2161032E-004,NaN,NaN, 4.0312500E-001, 7.9579545E-005, 4.0312500E-001, 3.2908030E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0937500E-001, 1.2079257E-002,NaN,NaN, 4.0937500E-001, 7.8258012E-005, 4.0937500E-001, 3.3495607E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1562500E-001, 2.5574250E-002,NaN,NaN, 4.1562500E-001, 7.9411487E-005, 4.1562500E-001, 3.3591816E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2187500E-001, 4.3727657E-002,NaN,NaN, 4.2187500E-001, 7.8265302E-005, 4.2187500E-001, 3.3881847E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2812500E-001, 5.7078735E-002,NaN,NaN, 4.2812500E-001, 7.8851605E-005, 4.2812500E-001, 3.4398728E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3437500E-001, 7.8006726E-002,NaN,NaN, 4.3437500E-001, 7.8483575E-005, 4.3437500E-001, 3.4760398E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4062500E-001, 9.5088750E-002,NaN,NaN, 4.4062500E-001, 7.8024148E-005, 4.4062500E-001, 3.5115261E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4687500E-001, 1.1438735E-001,NaN,NaN, 4.4687500E-001, 7.7512911E-005, 4.4687500E-001, 3.5009663E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5312500E-001, 1.2598310E-001,NaN,NaN, 4.5312500E-001, 7.7943557E-005, 4.5312500E-001, 3.5293833E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5937500E-001, 1.3957797E-001,NaN,NaN, 4.5937500E-001, 7.6676594E-005, 4.5937500E-001, 3.5353555E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6562500E-001, 1.5659697E-001,NaN,NaN, 4.6562500E-001, 7.6032564E-005, 4.6562500E-001, 3.5448079E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7187500E-001, 1.7803445E-001,NaN,NaN, 4.7187500E-001, 7.5628127E-005, 4.7187500E-001, 3.5508061E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7812500E-001, 1.9014584E-001,NaN,NaN, 4.7812500E-001, 7.6612214E-005, 4.7812500E-001, 3.5605056E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8437500E-001, 2.0284884E-001,NaN,NaN, 4.8437500E-001, 7.6285689E-005, 4.8437500E-001, 3.5788602E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9062500E-001, 2.2144252E-001,NaN,NaN, 4.9062500E-001, 7.5968602E-005, 4.9062500E-001, 3.5711316E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9687500E-001, 2.3682048E-001,NaN,NaN, 4.9687500E-001, 7.6518186E-005, 4.9687500E-001, 3.5384065E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0312500E-001, 2.5219426E-001,NaN,NaN, 5.0312500E-001, 7.5400270E-005, 5.0312500E-001, 3.4941781E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0937500E-001, 2.6830582E-001,NaN,NaN, 5.0937500E-001, 7.3577252E-005, 5.0937500E-001, 3.4668573E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1562500E-001, 2.8497758E-001,NaN,NaN, 5.1562500E-001, 7.4172573E-005, 5.1562500E-001, 3.4566468E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2187500E-001, 3.0062972E-001,NaN,NaN, 5.2187500E-001, 7.4101664E-005, 5.2187500E-001, 3.4639371E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2812500E-001, 3.1830330E-001,NaN,NaN, 5.2812500E-001, 7.4202369E-005, 5.2812500E-001, 3.4720279E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3437500E-001, 3.3872761E-001,NaN,NaN, 5.3437500E-001, 7.2928020E-005, 5.3437500E-001, 3.4508004E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4062500E-001, 3.4931877E-001,NaN,NaN, 5.4062500E-001, 7.2386579E-005, 5.4062500E-001, 3.4859043E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4687500E-001, 3.5735964E-001,NaN,NaN, 5.4687500E-001, 7.3035683E-005, 5.4687500E-001, 3.5262846E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5312500E-001, 3.6871554E-001,NaN,NaN, 5.5312500E-001, 7.2403007E-005, 5.5312500E-001, 3.5184799E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5937500E-001, 3.7425273E-001,NaN,NaN, 5.5937500E-001, 7.1518721E-005, 5.5937500E-001, 3.5704549E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6562500E-001, 3.8323470E-001,NaN,NaN, 5.6562500E-001, 7.1163565E-005, 5.6562500E-001, 3.5904414E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7187500E-001, 3.9640279E-001,NaN,NaN, 5.7187500E-001, 7.0269153E-005, 5.7187500E-001, 3.5756919E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7812500E-001, 4.0443596E-001,NaN,NaN, 5.7812500E-001, 6.9533022E-005, 5.7812500E-001, 3.6005783E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8437500E-001, 4.1199199E-001,NaN,NaN, 5.8437500E-001, 6.9096033E-005, 5.8437500E-001, 3.6307402E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9062500E-001, 4.1925309E-001,NaN,NaN, 5.9062500E-001, 6.9362072E-005, 5.9062500E-001, 3.6805037E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9687500E-001, 4.2839513E-001,NaN,NaN, 5.9687500E-001, 6.9345221E-005, 5.9687500E-001, 3.7075866E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
