s,s
Time,"cpu"
 1.5124490E+001, 1.8737299E+003
 1.5161062E+001, 1.8785456E+003
 1.5185444E+001, 1.8819336E+003
 1.5222017E+001, 1.8858352E+003
 1.5246398E+001, 1.8895821E+003
 1.5270780E+001, 1.8921777E+003
 1.5307353E+001, 1.8963184E+003
 1.5331734E+001, 1.8999420E+003
 1.5368307E+001, 1.9031588E+003
 1.5392689E+001, 1.9068999E+003
 1.5432918E+001, 1.9110425E+003
 1.5459738E+001, 1.9152403E+003
 1.5486558E+001, 1.9185942E+003
 1.5513378E+001, 1.9213468E+003
 1.5540198E+001, 1.9241124E+003
 1.5580428E+001, 1.9280222E+003
 1.5607248E+001, 1.9315724E+003
 1.5634067E+001, 1.9349388E+003
 1.5660887E+001, 1.9386019E+003
 1.5701117E+001, 1.9422502E+003
 1.5727937E+001, 1.9464498E+003
 1.5754757E+001, 1.9502152E+003
 1.5781577E+001, 1.9537628E+003
 1.5821807E+001, 1.9587411E+003
 1.5848626E+001, 1.9631514E+003
 1.5875446E+001, 1.9665537E+003
 1.5902266E+001, 1.9697891E+003
 1.5938282E+001, 1.9743846E+003
 1.5962293E+001, 1.9786228E+003
 1.5998309E+001, 1.9829394E+003
 1.6022320E+001, 1.9866923E+003
 1.6058336E+001, 1.9902424E+003
 1.6082346E+001, 1.9939025E+003
 1.6118362E+001, 1.9973664E+003
 1.6143573E+001, 2.0007261E+003
 1.6183191E+001, 2.0039292E+003
 1.6209603E+001, 2.0074155E+003
 1.6236015E+001, 2.0100848E+003
 1.6262426E+001, 2.0136550E+003
 1.6302044E+001, 2.0176768E+003
 1.6327122E+001, 2.0220091E+003
 1.6350868E+001, 2.0255455E+003
 1.6386486E+001, 2.0301385E+003
 1.6410231E+001, 2.0348533E+003
 1.6445849E+001, 2.0392035E+003
 1.6481467E+001, 2.0444081E+003
 1.6505213E+001, 2.0485158E+003
 1.6531333E+001, 2.0520939E+003
 1.6570512E+001, 2.0565474E+003
 1.6596632E+001, 2.0603094E+003
 1.6622752E+001, 2.0635028E+003
 1.6661932E+001, 2.0677750E+003
 1.6688052E+001, 2.0715173E+003
 1.6714172E+001, 2.0745205E+003
 1.6740292E+001, 2.0775869E+003
 1.6779472E+001, 2.0815630E+003
 1.6805591E+001, 2.0854490E+003
 1.6831711E+001, 2.0886367E+003
 1.6870891E+001, 2.0927939E+003
 1.6897011E+001, 2.0968850E+003
 1.6923131E+001, 2.1001135E+003
 1.6962311E+001, 2.1046355E+003
 1.6988431E+001, 2.1092447E+003
 1.7014551E+001, 2.1128038E+003
 1.7040670E+001, 2.1164721E+003
 1.7079850E+001, 2.1207883E+003
 1.7102109E+001, 2.1248519E+003
 1.7135600E+001, 2.1295034E+003
 1.7160086E+001, 2.1335969E+003
 1.7196815E+001, 2.1376867E+003
 1.7221301E+001, 2.1412320E+003
 1.7258030E+001, 2.1454611E+003
 1.7282516E+001, 2.1497189E+003
 1.7319245E+001, 2.1540000E+003
 1.7343731E+001, 2.1578895E+003
 1.7370665E+001, 2.1609465E+003
 1.7411067E+001, 2.1647455E+003
 1.7438002E+001, 2.1684327E+003
 1.7464936E+001, 2.1716184E+003
 1.7491871E+001, 2.1750952E+003
 1.7532273E+001, 2.1793561E+003
 1.7559207E+001, 2.1841041E+003
 1.7586142E+001, 2.1883292E+003
 1.7613076E+001, 2.1925831E+003
 1.7640011E+001, 2.1968579E+003
 1.7680413E+001, 2.2020838E+003
 1.7707347E+001, 2.2072598E+003
 1.7734282E+001, 2.2113454E+003
 1.7761216E+001, 2.2154681E+003
 1.7801618E+001, 2.2197483E+003
 1.7828553E+001, 2.2237852E+003
 1.7855487E+001, 2.2273625E+003
 1.7881011E+001, 2.2315608E+003
 1.7919589E+001, 2.2360375E+003
 1.7946112E+001, 2.2399080E+003
 1.7972635E+001, 2.2429952E+003
 1.8012419E+001, 2.2468701E+003
 1.8038942E+001, 2.2505223E+003
 1.8065465E+001, 2.2537885E+003
 1.8091987E+001, 2.2568900E+003
 1.8129760E+001, 2.2606914E+003
 1.8152259E+001, 2.2649498E+003
 1.8186007E+001, 2.2687277E+003
 1.8219756E+001, 2.2730522E+003
 1.8242255E+001, 2.2770091E+003
 1.8276004E+001, 2.2809236E+003
 1.8309753E+001, 2.2856365E+003
 1.8332252E+001, 2.2899554E+003
 1.8369375E+001, 2.2942242E+003
 1.8394124E+001, 2.2982478E+003
 1.8431248E+001, 2.3015291E+003
 1.8455997E+001, 2.3054670E+003
 1.8480746E+001, 2.3085350E+003
 1.8517870E+001, 2.3122633E+003
 1.8545093E+001, 2.3160444E+003
 1.8572317E+001, 2.3188527E+003
 1.8613153E+001, 2.3223246E+003
 1.8636453E+001, 2.3268688E+003
 1.8672566E+001, 2.3311202E+003
 1.8698196E+001, 2.3350745E+003
 1.8723825E+001, 2.3376839E+003
 1.8750735E+001, 2.3405922E+003
 1.8793024E+001, 2.3438200E+003
 1.8821216E+001, 2.3474453E+003
 1.8849408E+001, 2.3506463E+003
 1.8877600E+001, 2.3532947E+003
 1.8905792E+001, 2.3562440E+003
 1.8933984E+001, 2.3592502E+003
 1.8962176E+001, 2.3621014E+003
 1.8990368E+001, 2.3650502E+003
 1.9032656E+001, 2.3687942E+003
 1.9060848E+001, 2.3726008E+003
 1.9089041E+001, 2.3760050E+003
 1.9117233E+001, 2.3795758E+003
 1.9145425E+001, 2.3821663E+003
 1.9173617E+001, 2.3852058E+003
 1.9201809E+001, 2.3880997E+003
 1.9230001E+001, 2.3907279E+003
 1.9267880E+001, 2.3946677E+003
 1.9293133E+001, 2.3984613E+003
 1.9331013E+001, 2.4027748E+003
 1.9356266E+001, 2.4067457E+003
 1.9381519E+001, 2.4098427E+003
 1.9419398E+001, 2.4136307E+003
 1.9444651E+001, 2.4170675E+003
 1.9482530E+001, 2.4205974E+003
 1.9509046E+001, 2.4239253E+003
 1.9536824E+001, 2.4267724E+003
 1.9564603E+001, 2.4294052E+003
 1.9592381E+001, 2.4321840E+003
 1.9620159E+001, 2.4348175E+003
 1.9657391E+001, 2.4386304E+003
 1.9682212E+001, 2.4423226E+003
 1.9719445E+001, 2.4458745E+003
 1.9744266E+001, 2.4495449E+003
 1.9781498E+001, 2.4530204E+003
 1.9806319E+001, 2.4564644E+003
 1.9831141E+001, 2.4594276E+003
 1.9868373E+001, 2.4628915E+003
 1.9893194E+001, 2.4669135E+003
 1.9930426E+001, 2.4708179E+003
 1.9957730E+001, 2.4749345E+003
 1.9985033E+001, 2.4784146E+003
 2.0012337E+001, 2.4818218E+003
 2.0049181E+001, 2.4866683E+003
 2.0073744E+001, 2.4907901E+003
 2.0110589E+001, 2.4946737E+003
 2.0135152E+001, 2.4985924E+003
 2.0171997E+001, 2.5023111E+003
 2.0196560E+001, 2.5062768E+003
 2.0222351E+001, 2.5092112E+003
 2.0250721E+001, 2.5124890E+003
 2.0280442E+001, 2.5158492E+003
 2.0310164E+001, 2.5188688E+003
 2.0352064E+001, 2.5231722E+003
 2.0376423E+001, 2.5277459E+003
 2.0400783E+001, 2.5304750E+003
 2.0437321E+001, 2.5340588E+003
 2.0461680E+001, 2.5371895E+003
 2.0498219E+001, 2.5407237E+003
 2.0522578E+001, 2.5440368E+003
 2.0559117E+001, 2.5477577E+003
