s,m/s,m/s,Pa,m/s,
 4.6400000E-001,-5.9451353E-001, 2.5236589E-001,-1.6557980E+000, 1.3267662E-003, 1.0000000E+000
 4.6600000E-001,-6.0364738E-001, 2.2642692E-001,-1.6726028E+000, 1.5677171E-003, 1.0000000E+000
 4.6800000E-001,-6.1226633E-001, 2.0061959E-001,-1.6884625E+000, 1.6342214E-003, 1.0000000E+000
 4.7000000E-001,-6.2037885E-001, 1.7498232E-001,-1.7039889E+000, 1.6016063E-003, 1.0000000E+000
 4.7200000E-001,-6.2799649E-001, 1.4955232E-001,-1.7193332E+000, 1.5427359E-003, 1.0000000E+000
 4.7400000E-001,-6.3512811E-001, 1.2436367E-001,-1.7343388E+000, 1.4970626E-003, 1.0000000E+000
 4.7600000E-001,-6.4177925E-001, 9.9446540E-002,-1.7487850E+000, 1.4733549E-003, 1.0000000E+000
 4.7800000E-001,-6.4795419E-001, 7.4827680E-002,-1.7625546E+000, 1.4541864E-003, 1.0000000E+000
 4.8000000E-001,-6.5365821E-001, 5.0531188E-002,-1.7756176E+000, 1.4201738E-003, 1.0000000E+000
 4.8200000E-001,-6.5889915E-001, 2.6578263E-002,-1.7880415E+000, 1.3626871E-003, 1.0000000E+000
 4.8400000E-001,-6.6368630E-001, 2.9886560E-003,-1.8000303E+000, 1.2844627E-003, 1.0000000E+000
 4.8600000E-001,-6.6802960E-001,-2.0219056E-002,-1.8113325E+000, 1.1921779E-003, 1.0000000E+000
 4.8800000E-001,-6.7194002E-001,-4.3029182E-002,-1.8220908E+000, 1.0927065E-003, 1.0000000E+000
 4.9000000E-001,-6.7542894E-001,-6.5428430E-002,-1.8323011E+000, 9.9056376E-004, 1.0000000E+000
 4.9200000E-001,-6.7850807E-001,-8.7405783E-002,-1.8419686E+000, 8.8734585E-004, 1.0000000E+000
 4.9400000E-001,-6.8118950E-001,-1.0895238E-001,-1.8510816E+000, 7.8358793E-004, 1.0000000E+000
 4.9600000E-001,-6.8348592E-001,-1.3006145E-001,-1.8596573E+000, 6.8014252E-004, 1.0000000E+000
 4.9800000E-001,-6.8541072E-001,-1.5072823E-001,-1.8677062E+000, 6.6154351E-004, 1.0000000E+000
 5.0000000E-001,-6.8697750E-001,-1.7095024E-001,-1.8752838E+000, 6.5190130E-004, 1.0000000E+000
