s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 1.2143528E+001, 9.9940457E-001, 1.3778051E-001, 3.3306691E-016, 4.0000000E+000, 7.7035324E+002
 1.2184985E+001, 1.0008575E+000, 1.4023447E-001, 2.2204460E-016, 4.0000000E+000, 7.7411670E+002
 1.2267897E+001, 1.0012972E+000, 1.4235155E-001, 4.4408921E-016, 4.0000000E+000, 7.7785050E+002
 1.2309353E+001, 1.0022198E+000, 1.4355856E-001, 4.4408921E-016, 4.0000000E+000, 7.8158734E+002
 1.2392265E+001, 1.0021719E+000, 1.4477590E-001, 3.3306691E-016, 4.0000000E+000, 7.8535938E+002
 1.2437867E+001, 1.0023313E+000, 1.4460170E-001, 4.4408921E-016, 4.0000000E+000, 7.8910449E+002
 1.2483469E+001, 1.0012053E+000, 1.4665600E-001, 4.4408921E-016, 4.0000000E+000, 7.9160700E+002
 1.2574672E+001, 9.9827771E-001, 1.4870993E-001, 4.4408921E-016, 4.0000000E+000, 7.9538638E+002
 1.2620274E+001, 9.9706599E-001, 1.4947278E-001, 4.4408921E-016, 4.0000000E+000, 7.9912818E+002
 1.2665876E+001, 9.9697744E-001, 1.4916717E-001, 4.4408921E-016, 4.0000000E+000, 8.0160480E+002
 1.2757079E+001, 9.9806208E-001, 1.4719204E-001, 4.4408921E-016, 4.0000000E+000, 8.0533234E+002
 1.2802681E+001, 1.0004639E+000, 1.4412500E-001, 2.2204460E-016, 4.0000000E+000, 8.0907355E+002
 1.2848282E+001, 1.0019247E+000, 1.4175229E-001, 4.4408921E-016, 4.0000000E+000, 8.1157868E+002
 1.2939486E+001, 1.0028580E+000, 1.3968356E-001, 4.4408921E-016, 4.0000000E+000, 8.1536170E+002
 1.2985088E+001, 1.0024870E+000, 1.4018040E-001, 2.2204460E-016, 4.0000000E+000, 8.1909998E+002
 1.3030689E+001, 1.0016718E+000, 1.4126256E-001, 4.4408921E-016, 4.0000000E+000, 8.2160364E+002
 1.3121893E+001, 1.0006878E+000, 1.4195254E-001, 4.4408921E-016, 4.0000000E+000, 8.2534091E+002
 1.3167495E+001, 9.9992969E-001, 1.4376853E-001, 4.4408921E-016, 4.0000000E+000, 8.2908905E+002
 1.3213096E+001, 9.9950338E-001, 1.4513963E-001, 4.4408921E-016, 4.0000000E+000, 8.3159381E+002
 1.3304300E+001, 9.9933925E-001, 1.4746370E-001, 4.4408921E-016, 4.0000000E+000, 8.3533258E+002
 1.3349901E+001, 9.9961079E-001, 1.5201198E-001, 4.4408921E-016, 4.0000000E+000, 8.3906153E+002
 1.3395503E+001, 9.9989865E-001, 1.5489447E-001, 4.4408921E-016, 4.0000000E+000, 8.4156091E+002
 1.3441105E+001, 1.0001344E+000, 1.5715827E-001, 4.4408921E-016, 4.0000000E+000, 8.4406598E+002
 1.3532308E+001, 1.0001448E+000, 1.5883831E-001, 4.4408921E-016, 4.0000000E+000, 8.4780750E+002
 1.3577910E+001, 9.9993332E-001, 1.5998272E-001, 4.4408921E-016, 4.0000000E+000, 8.5154968E+002
 1.3623512E+001, 9.9966545E-001, 1.6005689E-001, 4.4408921E-016, 4.0000000E+000, 8.5404920E+002
 1.3714715E+001, 9.9937528E-001, 1.5869197E-001, 4.4408921E-016, 4.0000000E+000, 8.5779199E+002
