s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 3.9510685E-001, 1.8372221E-001, 5.9967671E-002, 5.6189852E-002, 6.5153176E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0364898E-001, 8.5603749E-009
 3.9863609E-001, 1.8585368E-001, 6.0945382E-002, 5.6888015E-002, 6.7022355E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0367030E-001, 8.6862493E-009
 4.0179939E-001, 1.8735495E-001, 6.1711367E-002, 5.7385601E-002, 4.9718115E-002, 1.1102230E-016, 1.0000000E+000, 5.9000000E+001, 6.0374834E-001, 8.8155041E-009
 4.0496270E-001, 1.8857369E-001, 6.2392765E-002, 5.7800046E-002, 3.7651747E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0381716E-001, 8.9395200E-009
 4.0812600E-001, 1.8979260E-001, 6.3093233E-002, 5.8216029E-002, 3.7504845E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0384688E-001, 9.0352531E-009
 4.1128931E-001, 1.9102216E-001, 6.3805565E-002, 5.8641412E-002, 3.7770603E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0385795E-001, 9.1121429E-009
 4.1445261E-001, 1.9227292E-001, 6.4522447E-002, 5.9084198E-002, 3.8452780E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0384728E-001, 9.1689301E-009
 4.1761592E-001, 1.9352258E-001, 6.5259215E-002, 5.9529523E-002, 3.8273344E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0386857E-001, 9.2591518E-009
 4.2077922E-001, 1.9479260E-001, 6.6001090E-002, 5.9992942E-002, 3.8934319E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0384664E-001, 9.3106836E-009
 4.2394252E-001, 1.9606070E-001, 6.6763420E-002, 6.0459590E-002, 3.8734345E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0385460E-001, 9.3959275E-009
