s,m/s,m/s,Pa,m/s,
 4.6400000E-001,-5.8484183E-001, 2.6417335E-001,-1.5173428E+000, 8.9491336E-003, 1.0000000E+000
 4.6600000E-001,-5.9342339E-001, 2.3877385E-001,-1.5216650E+000, 1.0983225E-002, 1.0000000E+000
 4.6800000E-001,-6.0114248E-001, 2.1343963E-001,-1.5564404E+000, 1.0634643E-002, 1.0000000E+000
 4.7000000E-001,-6.0872243E-001, 1.8814491E-001,-1.5638444E+000, 1.1317630E-002, 1.0000000E+000
 4.7200000E-001,-6.1552786E-001, 1.6297696E-001,-1.6039634E+000, 1.0735558E-002, 1.0000000E+000
 4.7400000E-001,-6.2229834E-001, 1.3794384E-001,-1.6149047E+000, 1.1050558E-002, 1.0000000E+000
 4.7600000E-001,-6.2835881E-001, 1.1311926E-001,-1.6603786E+000, 9.6262265E-003, 1.0000000E+000
 4.7800000E-001,-6.3446412E-001, 8.8522048E-002,-1.6745064E+000, 1.0126382E-002, 1.0000000E+000
 4.8000000E-001,-6.4021551E-001, 6.4255123E-002,-1.6919845E+000, 1.0139450E-002, 1.0000000E+000
 4.8200000E-001,-6.4509074E-001, 4.0257904E-002,-1.7468827E+000, 9.2289384E-003, 1.0000000E+000
 4.8400000E-001,-6.5021598E-001, 1.6541106E-002,-1.7639186E+000, 9.4947372E-003, 1.0000000E+000
 4.8600000E-001,-6.5476079E-001,-6.8918604E-003,-1.8096644E+000, 8.8605308E-003, 1.0000000E+000
 4.8800000E-001,-6.5946225E-001,-2.9944766E-002,-1.8262620E+000, 1.0594369E-002, 1.0000000E+000
 4.9000000E-001,-6.6347340E-001,-5.2670267E-002,-1.8653605E+000, 9.1205961E-003, 1.0000000E+000
 4.9200000E-001,-6.6765141E-001,-7.4974747E-002,-1.8805196E+000, 1.0349653E-002, 1.0000000E+000
 4.9400000E-001,-6.7110257E-001,-9.6928776E-002,-1.9090931E+000, 8.5551396E-003, 1.0000000E+000
 4.9600000E-001,-6.7470340E-001,-1.1841713E-001,-1.9215375E+000, 9.5129457E-003, 1.0000000E+000
 4.9800000E-001,-6.7797116E-001,-1.3938678E-001,-1.9305866E+000, 9.9137210E-003, 1.0000000E+000
 5.0000000E-001,-6.8020097E-001,-1.6000655E-001,-1.9419704E+000, 6.5004900E-003, 1.0000000E+000
